,Date,Team,Acquired,Relinquished,Notes
10571,2018-10-24,Raptors,Delon Wright,,returned to lineup
10572,2018-10-24,Wizards,,Ian Mahinmi,back injury (DTD)
10573,2018-10-25,Bulls,,Bobby Portis,sprained MCL in right knee (out indefinitely)
10574,2018-10-25,Raptors,,Delon Wright,strained left adductor (DTD)
10575,2018-10-25,Rockets,,James Harden,strained left hamstring (DTD)
10576,2018-10-26,Hawks,,Alex Poythress,left knee injury (DTD)
10577,2018-10-26,Mavericks,,Dennis Smith Jr.,sprained right ankle (DTD)
10578,2018-10-26,Mavericks,Harrison Barnes,,returned to lineup
10579,2018-10-26,Nets,,Kenneth Faried,illness (DTD)
10580,2018-10-26,Pistons,,Luke Kennard,right shoulder injury (out indefinitely)
10581,2018-10-26,Raptors,,Ogugua Anunoby / O.G. Anunoby,placed on IL for personal reasons
10582,2018-10-26,Wizards,Ian Mahinmi,,returned to lineup
10583,2018-10-26,Lakers,Moritz Wagner / Moe Wagner,,returned to lineup
10584,2018-10-26,Nets,Alan Williams,,returned to lineup
10585,2018-10-27,Heat,Wayne Ellington,,returned to lineup
10586,2018-10-28,Blazers,,Maurice Harkless / Moe Harkless,left knee injury (DTD)
10587,2018-10-28,Mavericks,Dennis Smith Jr.,,returned to lineup
10588,2018-10-28,Nets,Kenneth Faried,,returned to lineup
10589,2018-10-28,Pelicans,,Elfrid Payton,sprained right ankle (DTD)
10590,2018-10-29,Celtics,,Daniel Theis,plantar fascia in right foot (out indefinitely)
10591,2018-10-29,Lakers,,Michael Beasley,personal reasons (DTD)
10592,2018-10-29,Raptors,Delon Wright,,returned to lineup
10593,2018-10-29,Pelicans,,Anthony Davis,sprained right elbow (DTD)
10594,2018-10-30,Rockets,Marquese Chriss,,returned to lineup
10595,2018-10-30,Rockets,Zhou Qi / Qi Zhou,,returned to lineup
10596,2018-10-31,Jazz,,Alec Burks,left hand injury (DTD)
10597,2018-10-31,Pelicans,Anthony Davis,,returned to lineup
10598,2018-10-31,Suns,,Isaiah Canaan,left ankle injury (DTD)
10599,2018-10-31,Timberwolves,,Jeff Teague,bruised left knee (DTD)
10600,2018-10-31,Timberwolves,,Tyus Jones,sore right foot (DTD)
10601,2018-10-31,Hawks,Daniel Hamilton,,returned to lineup
10602,2018-11-01,Jazz,,Donovan Mitchell,right hamstring injury (DTD)
10603,2018-11-01,Kings,,Troy Williams,sore right ankle (DTD)
10604,2018-11-01,Pelicans,,Anthony Davis,sprained right elbow (DTD)
10605,2018-11-02,Raptors,Ogugua Anunoby / O.G. Anunoby,,activated from IL
10606,2018-11-02,Suns,Isaiah Canaan,,returned to lineup
10607,2018-11-02,Timberwolves,Tyus Jones,,returned to lineup
10608,2018-11-02,Grizzlies,,JaMychal Green,fractured jaw (out indefinitely)
10609,2018-11-03,Heat,,Goran Dragic,toe injury (DTD)
10610,2018-11-03,Pelicans,Anthony Davis,,returned to lineup
10611,2018-11-03,Pistons,,Reggie Bullock,left ankle injury (DTD)
10612,2018-11-03,Rockets,,Eric Gordon,strained right adductor (DTD)
10613,2018-11-04,Bucks,,Christian Wood,finger injury (DTD)
10614,2018-11-04,Jazz,,Donovan Mitchell,sprained left ankle (DTD)
10615,2018-11-04,Kings,Troy Williams,,returned to lineup
10616,2018-11-04,Spurs,,Rudy Gay,right heel injury (DTD)
10617,2018-11-04,Timberwolves,,Derrick Rose,sore left ankle (DTD)
10618,2018-11-04,Nets,Rodions Kurucs,,returned to lineup
10619,2018-11-05,Grizzlies,,Omri Casspi,sore right knee (DTD)
10620,2018-11-05,Heat,,Hassan Whiteside,right knee injury (DTD)
10621,2018-11-05,Heat,Goran Dragic,,returned to lineup
10622,2018-11-05,Jazz,Alec Burks,,returned to lineup
10623,2018-11-05,Knicks,,Tim Hardaway Jr.,back injury (DTD)
10624,2018-11-05,Knicks,Kevin Knox,,returned to lineup
10625,2018-11-05,Timberwolves,Derrick Rose,,returned to lineup
10626,2018-11-06,Bucks,Christian Wood,,returned to lineup
10627,2018-11-06,Cavaliers,,Sam Dekker,sprained left ankle (out indefinitely)
10628,2018-11-06,Raptors,,Norman Powell,left shoulder subluxation (DTD)
10629,2018-11-06,Spurs,,Pau Gasol,sore right foot (DTD)
10630,2018-11-06,Thunder,,Russell Westbrook,sprained left ankle (DTD)
10631,2018-11-07,Hawks,,Kevin Huerter,placed on IL for personal reasons
10632,2018-11-07,Heat,,Dwyane Wade,placed on IL for personal reasons
10633,2018-11-07,Heat,,Goran Dragic,right knee injury (DTD)
10634,2018-11-07,Heat,Hassan Whiteside,,returned to lineup
10635,2018-11-07,Jazz,Donovan Mitchell,,returned to lineup
10636,2018-11-07,Kings,Bogdan Bogdanovic,,returned to lineup
10637,2018-11-07,Knicks,,Lance Thomas,sore left knee (DTD)
10638,2018-11-07,Knicks,Tim Hardaway Jr.,,returned to lineup
10639,2018-11-07,Lakers,Michael Beasley,,returned to lineup
10640,2018-11-07,Rockets,,Michael Carter-Williams,illness (DTD)
10641,2018-11-07,Warriors,,Draymond Green,toe injury (DTD)
10642,2018-11-09,Cavaliers,,Cedi Osman,lower back spasms (DTD)
10643,2018-11-09,Celtics,,Kyrie Irving,personal reasons (DTD)
10644,2018-11-09,Hawks,Kevin Huerter,,activated from IL
10645,2018-11-09,Knicks,,Lance Thomas,surgery on left knee (out indefinitely)
10646,2018-11-09,Warriors,,Stephen Curry,strained left groin (out indefinitely)
10647,2018-11-10,Heat,Goran Dragic,,returned to lineup
10648,2018-11-10,Mavericks,Devin Harris,,returned to lineup
10649,2018-11-10,Rockets,,Carmelo Anthony,illness (DTD)
10650,2018-11-10,Rockets,Michael Carter-Williams,,returned to lineup
10651,2018-11-10,Spurs,,Jakob Poeltl,sprained right ankle (DTD)
10652,2018-11-10,Suns,,Ryan Anderson,tightness in lower back (DTD)
10653,2018-11-10,76ers,,Mike Muscala,fractured nose
10654,2018-11-11,Celtics,Kyrie Irving,,returned to lineup
10655,2018-11-11,Grizzlies,,Dillon Brooks,sprained MCL in left knee (out indefinitely)
10656,2018-11-11,Hawks,,Dewayne Dedmon,placed on IL for personal reasons
10657,2018-11-11,Lakers,,Michael Beasley,personal reasons (DTD)
10658,2018-11-12,76ers,Mike Muscala,,returned to lineup
10659,2018-11-12,Cavaliers,,Kyle Korver,sore right foot (DTD)
10660,2018-11-12,Hornets,,Michael Kidd-Gilchrist,sprained right ankle (DTD)
10661,2018-11-12,Nets,,Jarrett Allen,illness (DTD)
10662,2018-11-12,Spurs,Jakob Poeltl,,returned to lineup
10663,2018-11-12,Spurs,Rudy Gay,,returned to lineup
10664,2018-11-13,Grizzlies,,Ivan Rabb,illness (DTD)
10665,2018-11-13,Nets,,Caris LeVert,right foot injury (out indefinitely)
10666,2018-11-13,Raptors,,C.J. Miles,strained right adductor (DTD)
10667,2018-11-14,Cavaliers,Cedi Osman,,returned to lineup
10668,2018-11-14,Celtics,,Marcus Morris,illness (DTD)
10669,2018-11-14,Heat,,Derrick Jones Jr.,illness (DTD)
10670,2018-11-14,Lakers,Michael Beasley,,returned to lineup
10671,2018-11-14,Raptors,,Serge Ibaka,sore right knee (DTD)
10672,2018-11-14,Suns,,Trevor Ariza,placed on IL for personal reasons
10673,2018-11-14,Suns,Ryan Anderson,,returned to lineup
10674,2018-11-15,Blazers,,Seth Curry,right knee injury (DTD)
10675,2018-11-15,Bucks,,Donte DiVincenzo,strained left quadriceps (DTD)
10676,2018-11-15,Bucks,,John Henson,left wrist injury (DTD)
10677,2018-11-15,Hawks,,Taurean Prince,right Achilles injury (DTD)
10678,2018-11-15,Lakers,,Rajon Rondo,fractured right hand (out indefinitely)
10679,2018-11-16,Celtics,Marcus Morris,,returned to lineup
10680,2018-11-16,Grizzlies,Ivan Rabb,,returned to lineup
10681,2018-11-16,Heat,Derrick Jones Jr.,,returned to lineup
10682,2018-11-16,Mavericks,,Wesley Matthews / Wes Matthews Jr.,strained left hamstring (DTD)
10683,2018-11-16,Nets,,Rondae Hollis-Jefferson,sprained right ankle (DTD)
10684,2018-11-16,Nets,Jarrett Allen,,returned to lineup
10685,2018-11-16,Raptors,Serge Ibaka,,returned to lineup
10686,2018-11-16,Warriors,,Draymond Green,toe injury (DTD)
10687,2018-11-17,Hawks,Dewayne Dedmon,,activated from IL
10688,2018-11-17,Kings,,Ben McLemore,personal reasons (DTD)
10689,2018-11-17,Nets,Rondae Hollis-Jefferson,,returned to lineup
10690,2018-11-17,Nuggets,,Torrey Craig,hamstring injury (DTD)
10691,2018-11-17,Spurs,,Davis Bertans,concussion (DTD)
10692,2018-11-17,Thunder,,Alex Abrines,illness (DTD)
10693,2018-11-17,Thunder,,Terrance Ferguson,placed on IL for personal reasons
10694,2018-11-17,Warriors,,Alfonzo McKinnie,sore left foot (DTD)
10695,2018-11-17,Thunder,Russell Westbrook,,returned to lineup
10696,2018-11-17,Thunder,,Russell Westbrook,personal reasons (DTD)
10697,2018-11-18,Knicks,,Mario Hezonja,illness (DTD)
10698,2018-11-19,Bulls,,Denzel Valentine,surgery on left ankle (out for season)
10699,2018-11-19,Hawks,Justin Anderson,,returned to lineup
10700,2018-11-19,Mavericks,,Dwight Powell,left knee injury (DTD)
10701,2018-11-19,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,strained left adductor (DTD)
10702,2018-11-19,Suns,Trevor Ariza,,activated from IL
10703,2018-11-19,Thunder,,Nerlens Noel,illness (DTD)
10704,2018-11-19,Thunder,Russell Westbrook,,returned to lineup
10705,2018-11-19,Grizzlies,,Jevon Carter,thumb injury (DTD)
10706,2018-11-20,76ers,,Markelle Fultz,right shoulder injury (DTD)
10707,2018-11-20,Cavaliers,,J.R. Smith,player not with team (out for season)
10708,2018-11-20,Heat,Dwyane Wade,,activated from IL
10709,2018-11-20,Knicks,Mario Hezonja,,returned to lineup
10710,2018-11-20,Grizzlies,Jevon Carter,,returned to lineup
10711,2018-11-21,Hawks,,Alex Len,sore back (DTD)
10712,2018-11-21,Hornets,,Guillermo Hernangomez / Willy Hernangomez,sprained right ankle (DTD)
10713,2018-11-21,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
10714,2018-11-21,Thunder,Nerlens Noel,,returned to lineup
10715,2018-11-21,Thunder,Terrance Ferguson,,activated from IL
10716,2018-11-22,Thunder,,Hamidou Diallo,sprained left ankle (out indefinitely)
10717,2018-11-23,Clippers,,Tyrone Wallace,head injury (DTD)
10718,2018-11-23,Hawks,Alex Len,,returned to lineup
10719,2018-11-23,Hornets,Guillermo Hernangomez / Willy Hernangomez,,returned to lineup
10720,2018-11-23,Knicks,,Ron Baker,illness (DTD)
10721,2018-11-23,Nuggets,Torrey Craig,,returned to lineup
10722,2018-11-23,Thunder,Alex Abrines,,returned to lineup
10723,2018-11-24,Bucks,,Ersan Ilyasova,sore right knee (DTD)
10724,2018-11-24,Mavericks,,Dennis Smith Jr.,sprained right wrist (DTD)
10725,2018-11-24,Nuggets,,Gary Harris,sore left ankle (DTD)
10726,2018-11-24,Pelicans,,Anthony Davis,strained right hip (DTD)
10727,2018-11-24,Rockets,,Chris Paul,left leg injury (DTD)
10728,2018-11-25,Kings,Ben McLemore,,returned to lineup
10729,2018-11-25,Knicks,Ron Baker,,returned to lineup
10730,2018-11-25,Hornets,,(William) Tony Parker,rib injury (DTD)
10731,2018-11-26,Hornets,(William) Tony Parker,,returned to lineup
10732,2018-11-26,Pelicans,Anthony Davis,,returned to lineup
10733,2018-11-26,Rockets,,Gerald Green (b),sore right ankle (DTD)
10734,2018-11-26,Rockets,,Zhou Qi / Qi Zhou,sprained left ankle (DTD)
10735,2018-11-27,Raptors,,Greg Monroe,back spasms (DTD)
10736,2018-11-28,Clippers,,Jerome Robinson,right foot injury (DTD)
10737,2018-11-28,Clippers,,Marcin Gortat,back spasms (DTD)
10738,2018-11-28,Hawks,,Jeremy Lin,sprained left ankle (DTD)
10739,2018-11-28,Mavericks,Dennis Smith Jr.,,returned to lineup
10740,2018-11-28,Mavericks,Dwight Powell,,returned to lineup
10741,2018-11-28,Cavaliers,,David Nwaba,sore right knee (DTD)
10742,2018-11-28,Cavaliers,,Sam Dekker,sprained left ankle (DTD)
10743,2018-11-29,Clippers,Marcin Gortat,,returned to lineup
10744,2018-11-29,Clippers,Tyrone Wallace,,returned to lineup
10745,2018-11-29,Raptors,Greg Monroe,,returned to lineup
10746,2018-11-30,Heat,,Derrick Jones Jr.,strained right hamstring (DTD)
10747,2018-11-30,Mavericks,,Maximilian Kleber / Maxi Kleber,sore right knee (DTD)
10748,2018-11-30,Nuggets,Gary Harris,,returned to lineup
10749,2018-11-30,Rockets,Chris Paul,,returned to lineup
10750,2018-11-30,Rockets,Gerald Green (b),,returned to lineup
10751,2018-11-30,Suns,,Devin Booker,toe injury (DTD)
10752,2018-11-30,Wizards,,Dwight Howard,surgery on back (out for season)
10753,2018-11-30,Wizards,,Otto Porter Jr.,placed on IL for personal reasons
10754,2018-12-01,Cavaliers,,Ante Zizic,left knee injury (DTD)
10755,2018-12-01,Cavaliers,George Hill,,returned to lineup
10756,2018-12-01,Raptors,,Kyle Lowry,sore back (DTD)
10757,2018-12-01,Rockets,Nene / Nene Hilario / Maybyner Hilario,,returned to lineup
10758,2018-12-01,Wizards,,Jeff Green,lower back spasms (DTD)
10759,2018-12-01,Wizards,Otto Porter Jr.,,activated from IL
10760,2018-12-02,76ers,,Demetrius Jackson,left big toe injury (DTD)
10761,2018-12-02,Blazers,,Caleb Swanigan,personal reasons (DTD)
10762,2018-12-02,Blazers,,Evan Turner,left Achilles injury (DTD)
10763,2018-12-02,Grizzlies,,Wayne Selden Jr.,sore left knee (DTD)
10764,2018-12-02,Knicks,,Trey Burke,sprained right knee (DTD)
10765,2018-12-02,Pelicans,,E'Twaun Moore,tibia injury (DTD)
10766,2018-12-02,Spurs,,Marco Belinelli,stiff neck (DTD)
10767,2018-12-02,Suns,Devin Booker,,returned to lineup
10768,2018-12-03,Hawks,Jeremy Lin,,returned to lineup
10769,2018-12-03,Hornets,,Marvin Williams,strained right shoulder (DTD)
10770,2018-12-03,Pelicans,,Nikola Mirotic,illness (DTD)
10771,2018-12-03,Pelicans,E'Twaun Moore,,returned to lineup
10772,2018-12-03,Raptors,Kyle Lowry,,returned to lineup
10773,2018-12-03,Suns,,Devin Booker,strained left hamstring (out indefinitely)
10774,2018-12-03,Wizards,Jeff Green,,returned to lineup
10775,2018-12-03,Nets,,Joe Harris,adductor injury (DTD)
10776,2018-12-04,76ers,,Markelle Fultz,thoracic outlet syndrome (out for season)
10777,2018-12-04,Blazers,Caleb Swanigan,,returned to lineup
10778,2018-12-04,Blazers,Evan Turner,,returned to lineup
10779,2018-12-04,Hawks,,Taurean Prince,left ankle injury (out indefinitely)
10780,2018-12-04,Heat,Derrick Jones Jr.,,returned to lineup
10781,2018-12-04,Heat,Tyler Johnson,,returned to lineup
10782,2018-12-04,Mavericks,,Salah Mejri,sore left knee (DTD)
10783,2018-12-04,Pistons,,Reggie Bullock,sprained left ankle (DTD)
10784,2018-12-04,Spurs,Marco Belinelli,,returned to lineup
10785,2018-12-04,Pelicans,Frank Jackson,,returned to lineup
10786,2018-12-05,Bucks,,Khris Middleton,placed on IL for personal reasons
10787,2018-12-05,Hawks,,Omari Spellman,right hip injury (DTD)
10788,2018-12-05,Nets,Joe Harris,,returned to lineup
10789,2018-12-05,Thunder,Hamidou Diallo,,returned to lineup
10790,2018-12-05,Warriors,Alfonzo McKinnie,,returned to lineup
10791,2018-12-05,Wizards,,Jeff Green,back injury (DTD)
10792,2018-12-05,Wizards,,John Wall (a),placed on IL for personal reasons
10793,2018-12-06,Heat,,Hassan Whiteside,personal reasons (DTD)
10794,2018-12-06,Heat,,Wayne Ellington,personal reasons (DTD)
10795,2018-12-06,Lakers,,Brandon Ingram,sprained left ankle (DTD)
10796,2018-12-07,76ers,Jonah Bolden,,returned to lineup
10797,2018-12-07,Bucks,Khris Middleton,,activated from IL
10798,2018-12-07,Hawks,,Jeremy Lin,strained lower back (DTD)
10799,2018-12-07,Pelicans,Nikola Mirotic,,returned to lineup
10800,2018-12-07,Pistons,,Stanley Johnson,bruised left knee (DTD)
10801,2018-12-07,Rockets,,Marquese Chriss,sprained left ankle (DTD)
10802,2018-12-08,Blazers,,Anfernee Simons,illness (DTD)
10803,2018-12-08,Cavaliers,,Rodney Hood,toe injury (DTD)
10804,2018-12-08,Celtics,,Al Horford,sore left knee (DTD)
10805,2018-12-08,Grizzlies,Wayne Selden Jr.,,returned to lineup
10806,2018-12-08,Heat,,Josh Richardson,right shoulder injury (DTD)
10807,2018-12-08,Lakers,,Michael Beasley,personal reasons (DTD)
10808,2018-12-08,Wizards,Jeff Green,,returned to lineup
10809,2018-12-08,Wizards,John Wall (a),,activated from IL
10810,2018-12-09,Knicks,,Allonzo Trier,strained left hamstring (DTD)
10811,2018-12-09,Raptors,Malachi Richardson,,returned to lineup
10812,2018-12-09,Spurs,,Dante Cunningham,abdominal injury (DTD)
10813,2018-12-09,Spurs,,Davis Bertans,personal reasons (DTD)
10814,2018-12-10,Bucks,,Giannis Antetokounmpo,sore neck (DTD)
10815,2018-12-10,Bucks,,Pat Connaughton,left knee injury (DTD)
10816,2018-12-10,Bulls,Bobby Portis,,returned to lineup
10817,2018-12-10,Cavaliers,Rodney Hood,,returned to lineup
10818,2018-12-10,Grizzlies,,Jevon Carter,sore right knee (DTD)
10819,2018-12-10,Heat,,Hassan Whiteside,placed on IL for personal reasons
10820,2018-12-10,Heat,,Tyler Johnson,bruised left hip (DTD)
10821,2018-12-10,Heat,Josh Richardson,,returned to lineup
10822,2018-12-10,Heat,Wayne Ellington,,returned to lineup
10823,2018-12-10,Magic,,Evan Fournier,personal reasons (DTD)
10824,2018-12-10,Mavericks,Salah Mejri,,returned to lineup
10825,2018-12-10,Suns,,Jamal Crawford,sore left knee (DTD)
10826,2018-12-10,Warriors,,Andre Iguodala,right hip injury (DTD)
10827,2018-12-10,Wizards,,John Wall (a),sore left heel (DTD)
10828,2018-12-10,Celtics,,Aron Baynes,sprained left ankle (DTD)
10829,2018-12-11,Cavaliers,,Tristan Thompson,sprained left foot (DTD)
10830,2018-12-11,Clippers,,Louis Williams / Lou Williams,left hamstring injury (DTD)
10831,2018-12-11,Pelicans,,Nikola Mirotic,right ankle injury (DTD)
10832,2018-12-11,Pistons,,Glenn Robinson III,sprained left ankle (DTD)
10833,2018-12-11,Pistons,,Henry Ellenson,sprained left ankle (DTD)
10834,2018-12-11,Spurs,Dante Cunningham,,returned to lineup
10835,2018-12-12,76ers,,Mike Muscala,illness (DTD)
10836,2018-12-12,Bucks,Giannis Antetokounmpo,,returned to lineup
10837,2018-12-12,Bucks,Pat Connaughton,,returned to lineup
10838,2018-12-12,Celtics,,Jaylen Brown,illness (DTD)
10839,2018-12-12,Celtics,Aron Baynes,,returned to lineup
10840,2018-12-12,Heat,,Goran Dragic,sore right knee (DTD)
10841,2018-12-12,Heat,Tyler Johnson,,returned to lineup
10842,2018-12-12,Hornets,,Michael Kidd-Gilchrist,personal reasons (DTD)
10843,2018-12-12,Wizards,John Wall (a),,returned to lineup
10844,2018-12-12,Grizzlies,,Yuta Watanabe,concussion (DTD)
10845,2018-12-13,Blazers,Anfernee Simons,,returned to lineup
10846,2018-12-13,Magic,Evan Fournier,,returned to lineup
10847,2018-12-13,Mavericks,Dirk Nowitzki,,returned to lineup
10848,2018-12-13,Raptors,,Jonas Valanciunas,left thumb injury (DTD)
10849,2018-12-13,Spurs,Davis Bertans,,returned to lineup
10850,2018-12-13,Suns,Jamal Crawford,,returned to lineup
10851,2018-12-13,Warriors,,Shaun Livingston,bruised pelvis (DTD)
10852,2018-12-14,76ers,Mike Muscala,,returned to lineup
10853,2018-12-14,Bucks,,Khris Middleton,right finger injury (DTD)
10854,2018-12-14,Celtics,Jaylen Brown,,returned to lineup
10855,2018-12-14,Hawks,Jeremy Lin,,returned to lineup
10856,2018-12-14,Heat,,Dwyane Wade,general soreness (DTD)
10857,2018-12-14,Heat,Hassan Whiteside,,returned to lineup
10858,2018-12-14,Hornets,Michael Kidd-Gilchrist,,returned to lineup
10859,2018-12-14,Knicks,,Damyean Dotson,sore right shoulder (DTD)
10860,2018-12-14,Raptors,,Kyle Lowry,left thigh injury (DTD)
10861,2018-12-14,Timberwolves,,Taj Gibson,personal reasons (DTD)
10862,2018-12-15,Bulls,,Jabari Parker,stomach illness (DTD)
10863,2018-12-15,Grizzlies,Jevon Carter,,returned to lineup
10864,2018-12-15,Kings,,Marvin Bagley III,left knee injury (DTD)
10865,2018-12-15,Knicks,,Mitchell Robinson,"left ankle, groin injury (DTD)"
10866,2018-12-15,Timberwolves,,Taj Gibson,placed on IL for personal reasons
10867,2018-12-16,Heat,Dwyane Wade,,returned to lineup
10868,2018-12-16,Kings,,Iman Shumpert,hip injury (DTD)
10869,2018-12-16,Lakers,,JaVale McGee,flu (DTD)
10870,2018-12-16,Raptors,,Pascal Siakam,back injury (DTD)
10871,2018-12-17,Bucks,Khris Middleton,,returned to lineup
10872,2018-12-17,Grizzlies,Yuta Watanabe,,returned to lineup
10873,2018-12-17,Kings,,Iman Shumpert,placed on IL for personal reasons
10874,2018-12-17,Knicks,,Tim Hardaway Jr.,right heel injury (DTD)
10875,2018-12-17,Rockets,Marquese Chriss,,returned to lineup
10876,2018-12-17,Timberwolves,,Jeff Teague,left ankle injury (DTD)
